file,line,sentiment,mixed,negative,neutral,positive,review
lil-review-j.csv,0,POSITIVE,0.2790142,0.130234659,0.002178893,0.588572323,"지인에게 선물 릴하이브리드 선택 후 만족도가 높아서 여기저기 추천하고 다녔는데, 지인께서 관심을 가지셔서 선물해드렸습니다.구입 후 가격이 다운되어서 살짝 배가 아프네요.암튼 지인 분도 이젠 완전히 연초를 끊었다며, 고마워하십니다.전담은 연초에 비할 바가 아닙니다.연초를 못 끊으신다면 전담으로라도 바꾸세요.특히 릴하이브리드의 장점은청소가 엄청 쉽죠. 배터리 오래가죠.액상비용이 따로 들긴하지만, 그만큼분무량도 꽤 좋고, 오히려 경제적인 아이러니한 경우가 생깁니다. (사용하시는 분들은 다 아는..)내구성도 초창기 1.0 제품보다 좋아졌습니다.예전 제품은 뚜껑이 금방 고장났었죠.연초 냄새, 너무 역해요.저 역시 완전 금연은 못하고 전담만 몇년째 사용 중인데,연초 냄새는 너무 고약해서 근처도 못 갑니다.이건 다른 궐련형 전담 제품보다도 냄새가 거의 없어요.일단 전담을 피고 있지만, 언젠가 완전 금연!모두 금연에 성공하시기 바랍니다."
lil-review-j.csv,1,NEGATIVE,2.27E-05,0.990969479,3.31E-04,0.008676345,2년 잘쓰던 스페어용 릴2.0 이 사망.. 스틱을 꼽아도 반응도 없고 .. 결국 스페어는 그렇게 가버렸네요그래서 2년까진 아무탈없이 쓸수있게 재구매를 하네요나름 무게감 있는 아이언 실버 색상으로 사길 잘한듯 합니다뭐든 질리지 않는 색상으로 사야 오래쓰더라구요 ^^12개월 as가능하니 안심하고 사용할수 있을거같습니다
lil-review-j.csv,2,POSITIVE,0.002847771,0.311354816,0.002331923,0.683465481,"만족도 100% 제품입니다! 4년 동안 묵혔던 릴1을 최근다시 사용하기 시작했는데,모두 분리해서 블레이드를 청소해도결국은 세월은 못 이기더군요.그래서 이것저것 1달을 고민하다가다시 이 제품으로 선택했는데요.이유는 일단 AS와 연무량이었어요.어제 4가지 믹스를 태워봤는데,종류별로 연무량은 차이가 나더라구요.그래두는 청소 관리 부분과 탄맛은전혀 없어서 아주 대만족입니다.블로그에 자꾸 차xxx 홍보하는데그냥 믿을 수 있는 이 제품으로선택하세요."
lil-review-j.csv,3,POSITIVE,0.19277361,0.089957878,6.98E-04,0.716570914,"컬러 굿, 그립감 굿 편의점서 쿠폰써서 88인데,세일 중이여서 쟁였어요! 68에 샀는데;; 싸다구 ^^늘 사용하던건 매트블랙 ! 실버도 너무 이뻐요 ! 화이트보단 블랙! 블랙보단 실버가 이쁘네요!! 무광이 아니라 건조한 손엔 미끄러져요.작동도 잘되고 케이스도 들뜸 없음.사용해보신분들은 잘 아시겠지만, 카트리지 다 쓴 거뺏다껴도 full 로 떠요 ㅋㅋ 머신멍청이!!가성비 연초보다 훨 나아요! 갈아들 타세요. 냄새도 없구요2.0강추"
lil-review-j.csv,4,POSITIVE,0.106078543,0.138743311,6.81E-04,0.75449723,남자친구가 기존에 쓰던거 잃어버려서 새로 재구매했어요편의점에서 사는거보다 훨씬 저렴하고 다음날 배송와서 좋았고구성품에 전용 충전기랑 클리너 들어있어서 좋았어요전원 눌렀는데 안켜져서 왜 안켜지나 했는데 휴면상태를 해지해줘야되더라구요전용 충전기 누르니가 바로 켜졌어요액상이 아니라 한대피면 자제할수있어 좋고 연초 냄새 안나서 좋아요무게는 대충 핸드폰정도? 들고다닐만 하더라구요
lil-review-j.csv,5,MIXED,0.605788708,0.379367948,9.24E-04,0.013919799,삶에 질이 조금은 상승? 연초를 피는 사람인데 집에선 담배를 못 피니까 액상 전담을 사용했어요 그래도 제 몸에서 담배 냄새가 그득그득.. ㅠㅠ담배는 피우고 싶고 냄새는 싫고 근데 찐 담배 냄새가 더 싫은 1인이었는데 .. 주변 사람들이 릴로 점점 옮기더라고요?한번 펴보자 해서 했는데 오? 생각보다 괜찮은데?생각보다 찐 내가 별로 안 심해서 바로 주문했습니다 단점은 솔직히 연초보다 비싸요 액상까지 따로 사면 오천원이니까 가격도 비싸고 충전도 시켜줘야 해요 이틀? 은 가는 것 같아요 담배 기준으로 1갑 반에서 2갑? 까지는가는 것 같아요!근데 단점이 있지만 장점이 너무 커서 단점은 1도 생각안나요ㅋㅋ일단 냄새 제로!저는 서비스직 일을 해서 아직도 마스크를 착용을 하고 있어요담배 피우면 진짜 입 냄새.. 하.. 솔직히 좀 많이 나는 거 아시죠?근데 입 냄새도 진짜 많이 줄었어요 저는 진짜 100프로 만족합니다!
lil-review-j.csv,6,MIXED,0.685998976,0.260177791,9.87E-04,0.052836381,"좋아요 올블랙 피플인 저는 좀 맘에 안 들었지만때 타는 흰색? 보다는 훨씬 좋고블랙 보다는 마음에 안들지만그래도 은색은 그래도쌔끈 빠끈한 섹쉬한 색상이라밖에서 꺼내 피기에 완전한 남자으 색상인것 같아피고 있어요디자인 이야긴 여기까지만 하고진짜 중요한 빳데리 이야기를 하자면완전 좋은게제가 한 2주 안쓰다 써보기도 했고(연초 피워서)4주 안 쓰다 (집에서 연초 안 피고, 전담으로 갈아 피운거 몰라서)(또 전담 핀다고... 아~! 과거에 아이코스 첨 나왔을때 2주도 안피고 누구 준거 아는 어머니가 잔소리 할까봐)한동안 집에서는 연초를 일부러 태웠는데그러다 보니 가끔 펴봤는데 밧떼리 영향 1도 없네요물론 중도에 많이 피는 위치가 사무실에서 재택근무로 바꺼서 상위에 일들이 일어난 거지만 만약 계속 사무실 근무했으면얘만 피웠을 것 같아요임마 이게 연초나 전담이나구별 못 할 정도로 닮아서 다른 전담 보다는 훨씬 적응 하기 쉬운놈 인거 같아요 ㅎㅎ전담으로 넘어가려는 자이놈을 거치시길 바랍니다.담배 끊으려고 샀었는데이게 담배인가 전담인가 의싱 될 수준에비슷하지만 다른 전담 되겠심다.ㅋㅋㅋㅋ담배(궐련형 담배)개인적으로 어떤게 좋다 말하지 못합니다갠취가 있으니까저는 알로하 피는데 이거는 냄새가 나쁘지 않아서 비흡연 여성들이 냄새 안난다고 좋아 합디다 ㅎㅎㅎ행복한 저녁 되세요~~!!솔로인 남자분들ㅋㅋㅋ아니 담배광고인가이거 홍보인가 헷갈리지만여튼 그래요 이만다시 한잔하러 총종총 with.저 와이프 생길 것 같은 술집 화장실에서면 from.이라 해야 하는가? 여튼..."
lil-review-j.csv,7,MIXED,0.960915864,0.036380228,3.10E-04,0.002393719,전자담배는 릴 하브 전 전자담배 기기 욕심이 많은 편입니다.아이코스 > 릴2.0 > 릴 에이블 > 릴 하브로 갈아탔네요.아이코스는 담배 종류와 맛이 마음에 들지 않았습니다.릴2.0은 담배 맛은 좋았지만 향이 마음에 들지 않았습니다.릴 에이블은 카트리지 교체도 없고 향은 좋았지만 담배 종류가 많지 않았습니다.그리하여 최종적으로... 릴 하브.. 역시.. 제일 많이 팔린 데에는 이유가 있습니다.믹스 종류도 다양하고 향도 마음에 들고 연무량까지 마음에 듭니다.하지만 전자담배 특성상 한개피 피는 횟수는 조금 아쉽네요.담배피는 주제에 무슨 건강 생각하겠다고 이것저것 피는지 원..전자담배 중에는 릴하브가 제일 낫네요.
lil-review-j.csv,8,NEGATIVE,0.030721348,0.861417711,0.066118367,0.041742608,"첫 전담인데 목아픔.. 연초도 멘솔을 폈어서 전담도 멘솔을 샀음.기기자체는 처음 사용이라 좋다말다는 모르겠음.액상담배에 필터를 추가하는 방식. 액상의 부작용으로 많이나오는 목아픔현상. 처음 시작할때부터 목넘김이 따갑다 싶었는데 자고일어나니 목이 턱 막힌듯 아프고 답답해짐.물 자주먹으래서 흡연전후로 마셔주고, 카투리지 청소도 해보고, 액상에 공기유입 있진 아노아도 흔들어서 공기방울 안생기게 해두고.. 목아픔현상시 해보라는거 해봐도 여전히 따갑고 아픔..적응되면 덜하려나 싶다가도 피우는 시간텀이 늘어나고 연초에 손이감.기기발열은 어느정도가 정상인지 모르지만.. 사용시 필터부부인 따뜻해진다는 정도임.14번 흡입후 필터를 빼면 중간부분이 변색되어 있는데 이게 탄건지 정상인지는 모름. 월요일에 물어볼 예정임.***목아픔 빼면 재털이냄새없이 흡연가능. 찐한 단내가 남-이건 호불호일듯한데 나는 불에 더 가깝.. 잔량표시가 부정확함. 액정은 베터리만 확인하고 카트리지잔량은 직접 눈으로 확인하는게 나을듯."
lil-review-j.csv,9,NEGATIVE,5.73E-04,0.834544301,0.001014646,0.163867787,"이지 사지말고 돈 더 모아서 이거 사세요 꼭!! 디스플레이에 남은 횟수랑 배터리가 나오니까 잘 피다가 담배 흐름 끊기는 느낌도 덜하고, 챙겨나왔는데 배터리 없어서 연초 피게되는 그런 실수도 덜하니까 너무 좋습니다UUU처음에 전원 버튼이 어디있는지 몰라서 한참 찾았는데 알고보니 디스플레이 상단에 있었네요담배 입구 부분 슬라이드가 부드럽게 착! 감기는 느낌이라 자꾸 열고 닫게 되는데 중독성 있습니다,,그리고 무엇보다 색상이 정말 심플하고 이뻐요. 촌스럽지 않고,,,이지랑 2.0이랑 고민하다가 첨 사용해보는 거니까 이지 썼었는데 카트리지 액상이 맨날 새고... 가끔 맛도 이상하고... 결국 2.0을 또 구입하게 되네요;; 돈 아낀다고 이지 사지마시고 그냥 처음부터 2.0 사시길 바람"
lil-review-j.csv,10,POSITIVE,0.025077052,0.202204481,0.002745867,0.769972563,나는 찐내싫다 연무량많은게좋다하면 릴 강추 주변에서 다 노담하거나 궐련형쓰는 추세라 저도 따라 아이코스 샀는데 아 저는 그 아이코스 특유의 찐내도 너무 싫고흡연하러가서 맛이없으니까 오히려 더 스트레스받고오더라고요주변에서 추천해주길래 구매했는데 너무 좋네요아 확실히 카트리지 인식 잘 못하는군 있는듯하네여 새거 사다가 꽃았는데 카트리지 없다구떠서 뺐다꼽으면되구 무튼 그런거저렁거 다 빼고 좋네요
lil-review-j.csv,11,MIXED,0.935148358,0.059134085,6.62E-04,0.005055554,마음에 들어요 일요일 주문배송 지연으로 월욜 오후 수령후기쓰는 오늘이.ㅜㅜ수령한지 3일째인 수욜인데변기에 빠트려 쑥 들어갔어요.ㅠㅠ변기물이 차올라 펌프질을 얼마나했는지 변기 뜯어야하나(회사 변기)ㅠ오늘 쌩고생을ㅠ나쁘지않아요..그런데 7만원이 쑹~날라가서재구매는 고민이고친구가 대리 구매 해달라해서같은 색상 주문해줬는데바라보면 맘 아플듯ㅠ주의 : 장실 들고가지마세요.저도 피는곳은 다른곳인데삼실 가져다두고 장실가기 귀찮아서ㅠ 갔다가 봉변.이런 케이스 많더라구요 검색하니다들 조심!!
lil-review-j.csv,12,NEGATIVE,0.009839401,0.703232527,0.005122912,0.281805187,가성비 좋은 전자담배에요 남친이 연초 끊고 싶다고해서 생일선물겸 저도 같이 릴 하이브리드 2.0 두개를 구입했습니다.이게 복불복인건지 카트리지 한개당 믹스한갑 분량이라고 했는데 남친은 한갑분량이 되고 저는 한갑을 다 못피고 카트리지가 떨어지더라구요두번째도 그래서 세번째두 그러겠지 했는데 이번에는 한갑을 다 피웠는데 카트리지가 떨어졌다고 떠서 열어서 확인해보니 반이나 남아있더라구요 카트리지를 뺐다가 다시 꼈더니 풀이라고 떠서 17가치정도 피니깐 떨어져요 왜이러는걸까요~?이런점만 빼면 재탕이 가능해서 담배값도 아낄수있는 장점이 있어서 일단 계속 사용해보려구 합니다.남친은 이상없다고 좋다고 합니다그리고 제가 두번까지 재탕해봤는데 두번 재탕은 좀 타격감이 많이 약해져서 재탕은 한 번만 하는 걸 추천합니다.
lil-review-j.csv,13,POSITIVE,0.006919969,0.125378922,0.004926506,0.86277467,지금껏 경험해본 전담중 최고 연무량과 맛 그리고 특유에 찐담향이 안나서 너무 좋습니다. 기기값은 어디서 구매하나 같아서 빠른배송 쿠팡에서 구매 했어요.하이브리드 처음 접하시는 분들은 담배값과 액상값 계산들 해보셨을겁니다. 액상 오백원 담배값 사천오백원 하면 일반 연초보다 금액이더 비싸게 계산되기 마련인데 한가지 요전담에 팀을 드리면 담배를 한번 피우고 버리지마시고 2회에서 3회까지 피우셔도 향은 처음만 못하지만 연무는 액상빨로 나오는것이기 때문에 전혀 흡연 활동에 전혀 지장없습니다. 주변에 그렇게 피우시는분들 많네요ㅋ담배값을 3분에 1로 줄이는 좋은 아이템 입니다ㅋ
lil-review-j.csv,14,POSITIVE,4.90E-04,0.111604787,0.146068439,0.741836429,처음부터 카트리지 용량 파악을 얘가 못해서 눈으로 잘 확인하고 교체시기에 잘 교체 바랍니다.
lil-review-j.csv,15,POSITIVE,0.001045821,4.93E-05,6.29E-05,0.998842061,너무 예쁩니다 색도 디자인도 넘 이쁘고 고급져요 실물이 더 예쁩니다솔리드에서 갈아탔어요 만족합니다
lil-review-j.csv,16,MIXED,0.938639045,0.001982021,0.031052314,0.028326642,실사용 후기 배터리용량 :23개비 정도 사용가능액상용량: 동일하게 23개비 정도내구성: 안 쩔어트려서 모름 그러나 주위사람들 말로는 준수한편이라고함디자인: 맘에 안들면 케이스.스티커 등 선택 다양무게: CSV들보단 무겁지만 신경 안쓰이는정도종합: 맛은 호불호가 많이갈리겠지만 성능은 굿 주변에 추천할정도는됨
lil-review-j.csv,17,NEGATIVE,2.41E-04,0.586833954,0.002120371,0.41080454,연초 피우는 친구한테서 재떨이 냄새가 나길래 깜짝 놀라서 저도 연초 끊고 이걸로 바꿨는데 멘솔 피우니까 타격감도 적당하구 연초 생각도 안나네요!! 지금 가격도 많이 저렴해져서 메리트 있는거 같아요!
lil-review-j.csv,18,POSITIVE,0.046718024,0.002402823,7.72E-04,0.95010668,남편이 새해에는 담배를 줄여 보겠다고 전자담배로 바꿔보겠다고 사달라하여 구매하게 되었어요.알아본 봐로는 릴 하이브리드2.0이 가장 평도 좋고 마음에 들었나봐요. 편의점에서 구매하려니 예약해야 된다고 하기에 쿠팡 로켓으로 주문했어요.전자담배도 쿠팡에서 구매 할 수 있다니 놀랍고 편한 세상에 살고 있는것 같아요.디자인도 실버라 깔끔하고 예쁘네요.전담이 연초보다는 타격감이 적겠지만 남편이 노력해 보겠다고 하니 믿어봐야죠.가격 결코 싸지는 않지만 남편이 이것도 이제는 저렴히 파는거라고 하네요.남편이 색상도 그립감도 좋다고 만족하네요.
lil-review-j.csv,19,NEGATIVE,0.403361291,0.56848675,3.52E-04,0.027799916,릴이지쓰다 고장나서 주문했어요 릴이지 구매한 지 5개월 조금 안됐는데액상누수로 전원이고 충전이고 지 마음대로 되고 싶을때만 되길래서울북부지점에 수리하러 갔더니 뚜껑빼고 뒤집어서 털면 누수된 액상나온다고털어서 쓰라길래 이게 수리인가 열받아서 주문했어요그래서 색상 대충보고 주문했는데 할아버지 은단색상이 왔어요제대로 안 본 제 잘못입니다 ㅠㅠ제품은 마음에 들어요 역시 2.0이 좋네요릴이지 쓰실 분들 그냥 3만원 추가해서 2.0 사세요 제발 ㅠㅠ릴이지에 비해 빨아들이는 느낌도 훨씬 부드럽고 진동도 고급져요릴 하이브리드 시리즈 다 써봤지만 역시 2.0이 최고에요
lil-review-j.csv,20,NEGATIVE,1.77E-05,0.670832872,0.320952088,0.00819736,"타격감은 중간정도이고 흡입할때 기계소리?가 나고 기계도 뜨끈뜨끈해지고 꽂는것고 뜨거워져요!연초 생각나서 병행하게 되네여,,"
lil-review-j.csv,21,NEGATIVE,3.20E-06,0.999347627,4.78E-04,1.71E-04,충전은 꼭 해당 같이오는 충전기로 하세요 아무도 나에게 알려주지않음 ㅜㅜㅜㅜㅜㅜㅠㅠㅠ 연초 10년폈다가 처음으로 궐련형으로 샀는데 그냥 집에있는 충전기로 충전했더니 지혼자서 갑자기 담배도 안꽂았는데 불들어오고.. as센터가니 얘 전용 충전기로만 하라는소리들음 까다로운놈..
lil-review-j.csv,22,POSITIVE,4.55E-04,0.333661884,0.193034068,0.472848564,구매가 69000세일하길래 구입했어요 그런데 잠깐세일이 아니라 재고떨이인지 계속 이가격에 판매중이네요 ㅋ;
lil-review-j.csv,23,MIXED,0.680487752,0.258339942,2.64E-04,0.060907815,연초에서 갈아탔어용. 첨에 2.0사기 부담스러워서 하이브리드 ez로 시작했는데떨어뜨려서 액상 줄줄 새는 김에 함 사봤습니다! 색도 너무 이쁘구 진짜 맛있어요ㅠㅠㅠ인터넷이 ez나 2.0이나 똑같다 그래서 싼거 산거였는데 아닙니다...진짜 맛이 아예 달라요ez는 너무 뻑뻑하고 컥컥거리게 되는 그럼 느낌이라 진짜 못피겠던데 얘는 완전 부드럽습니다연초에서 갈아타려는데 비싸서 고민인분들은 그냥 2.0사셔요...ez사지 말아요 진짜 노맛임 목아파서 못펴요
